name,type,category,population
Estonia,6,Estonia,1314657
Estonia,6,World,7423495104
Estonia,7,Estonia,1329444
Estonia,7,World,7837921159
Eswatini,1,Eswatini,442865
Eswatini,1,World,3693693796
Eswatini,2,Eswatini,598564
Eswatini,2,World,4441801807
Eswatini,3,Eswatini,854011
Eswatini,3,World,5313337654
Eswatini,4,Eswatini,1030496
Eswatini,4,World,6146025207
Eswatini,5,Eswatini,1099920
Eswatini,5,World,6982685078
Eswatini,6,Eswatini,1133936
Eswatini,6,World,7423675825
Eswatini,7,Eswatini,1180655
Eswatini,7,World,7838069948
Ethiopia,1,Ethiopia,28308246
Ethiopia,1,World,3665828415
Ethiopia,2,Ethiopia,34945469
Ethiopia,2,World,4407454902
Ethiopia,3,Ethiopia,47878073
Ethiopia,3,World,5266313592
Ethiopia,4,Ethiopia,67031867
Ethiopia,4,World,6080023836
Ethiopia,5,Ethiopia,89237791
Ethiopia,5,World,6894547207
Ethiopia,6,Ethiopia,102471895
Ethiopia,6,World,7322337866
Ethiopia,7,Ethiopia,117190911
Ethiopia,7,World,7722059692
Falkland Islands,1,Falkland Islands,2274
Falkland Islands,1,World,3694134387
Falkland Islands,2,Falkland Islands,2240
Falkland Islands,2,World,4442398131
Falkland Islands,3,Falkland Islands,2332
Falkland Islands,3,World,5314189333
Falkland Islands,4,Falkland Islands,3080
Falkland Islands,4,World,6147052623
Falkland Islands,5,Falkland Islands,3187
Falkland Islands,5,World,6983781811
Falkland Islands,6,Falkland Islands,3408
Falkland Islands,6,World,7424806353
Falkland Islands,7,Falkland Islands,3747
Falkland Islands,7,World,7839246856
Faroe Islands,1,Faroe Islands,38416
Faroe Islands,1,World,3694098245
Faroe Islands,2,Faroe Islands,43054
Faroe Islands,2,World,4442357317
Faroe Islands,3,Faroe Islands,47479
Faroe Islands,3,World,5314144186
Faroe Islands,4,Faroe Islands,45660
Faroe Islands,4,World,6147010043
Faroe Islands,5,Faroe Islands,48410
Faroe Islands,5,World,6983736588
Faroe Islands,6,Faroe Islands,48816
Faroe Islands,6,World,7424760945
Faroe Islands,7,Faroe Islands,52415
Faroe Islands,7,World,7839198188
Fiji,1,Fiji,527634
Fiji,1,World,3693609027
Fiji,2,Fiji,644582
Fiji,2,World,4441755789
Fiji,3,Fiji,780430
Fiji,3,World,5313411235
Fiji,4,Fiji,832509
Fiji,4,World,6146223194
Fiji,5,Fiji,905169
Fiji,5,World,6982879829
Fiji,6,Fiji,917200
Fiji,6,World,7423892561
Fiji,7,Fiji,920422
Fiji,7,World,7838330181
Finland,1,Finland,4606621
Finland,1,World,3689530040
Finland,2,Finland,4779418
Finland,2,World,4437620953
Finland,3,Finland,4986545
Finland,3,World,5309205120
Finland,4,Finland,5176209
Finland,4,World,6141879494
Finland,5,Finland,5363271
Finland,5,World,6978421727
Finland,6,Finland,5479461
Finland,6,World,7419330300
Finland,7,Finland,5529468
Finland,7,World,7833721135
France,1,France,50523586
France,1,World,3643613075
France,2,France,53713830
France,2,World,4388686541
France,3,France,56412897
France,3,World,5257778768
France,4,France,58665453
France,4,World,6088390250
France,5,France,62444567
France,5,World,6921340431
France,6,France,63809769
France,6,World,7360999992
France,7,France,64480053
France,7,World,7774770550
French Guiana,1,French Guiana,46484
French Guiana,1,World,3694090177
French Guiana,2,French Guiana,66825
French Guiana,2,World,4442333546
French Guiana,3,French Guiana,113931
French Guiana,3,World,5314077734
French Guiana,4,French Guiana,164351
French Guiana,4,World,6146891352
French Guiana,5,French Guiana,228453
French Guiana,5,World,6983556545
French Guiana,6,French Guiana,257026
French Guiana,6,World,7424552735
French Guiana,7,French Guiana,290969
French Guiana,7,World,7838959634
French Polynesia,1,French Polynesia,117891
French Polynesia,1,World,3694018770
French Polynesia,2,French Polynesia,163591
French Polynesia,2,World,4442236780
French Polynesia,3,French Polynesia,211089
French Polynesia,3,World,5313980576
French Polynesia,4,French Polynesia,250927
French Polynesia,4,World,6146804776
French Polynesia,5,French Polynesia,283788
French Polynesia,5,World,6983501210
French Polynesia,6,French Polynesia,291787
French Polynesia,6,World,7424517974
French Polynesia,7,French Polynesia,301920
French Polynesia,7,World,7838948683
Gabon,1,Gabon,597192
Gabon,1,World,3693539469
Gabon,2,Gabon,749078
Gabon,2,World,4441651293
Gabon,3,Gabon,983028
Gabon,3,World,5313208637
Gabon,4,Gabon,1272935
Gabon,4,World,6145782768
Gabon,5,Gabon,1711105
Gabon,5,World,6982073893
Gabon,6,Gabon,2028517
Gabon,6,World,7422781244
Gabon,7,Gabon,2292573
Gabon,7,World,7836958030
Gambia,1,Gambia,528731
Gambia,1,World,3693607930
Gambia,2,Gambia,718586
Gambia,2,World,4441681785
Gambia,3,Gambia,1040616
Gambia,3,World,5313151049
Gambia,4,Gambia,1437539
Gambia,4,World,6145618164
Gambia,5,Gambia,1937275
Gambia,5,World,6981847723
Gambia,6,Gambia,2253133
Gambia,6,World,7422556628
Gambia,7,Gambia,2573995
Gambia,7,World,7836676608
Georgia,1,Georgia,4800426
Georgia,1,World,3689336235
Georgia,2,Georgia,5145843
Georgia,2,World,4437254528
Georgia,3,Georgia,5391636
Georgia,3,World,5308800029
Georgia,4,Georgia,4265172
Georgia,4,World,6142790531
Georgia,5,Georgia,3836831
Georgia,5,World,6979948167
Georgia,6,Georgia,3771132
Georgia,6,World,7421038629
Georgia,7,Georgia,3765912
Georgia,7,World,7835484691
Germany,1,Germany,78294583
Germany,1,World,3615842078
Germany,2,Germany,77786703
Germany,2,World,4364613668
Germany,3,Germany,79370196
Germany,3,World,5234821469
Germany,4,Germany,81551677
Germany,4,World,6065504026
Germany,5,Germany,81325090
Germany,5,World,6902459908
Germany,6,Germany,82073226
Germany,6,World,7342736535
Germany,7,Germany,83328988
Germany,7,World,7755921615
Ghana,1,Ghana,8861895
Ghana,1,World,3685274766
Ghana,2,Ghana,11865246
Ghana,2,World,4430535125
Ghana,3,Ghana,15446982
Ghana,3,World,5298744683
Ghana,4,Ghana,19665502
Ghana,4,World,6127390201
Ghana,5,Ghana,25574719
Ghana,5,World,6958210279
Ghana,6,Ghana,28870939
Ghana,6,World,7395938822
Ghana,7,Ghana,32180401
Ghana,7,World,7807070202
Gibraltar,1,Gibraltar,26685
Gibraltar,1,World,3694109976
Gibraltar,2,Gibraltar,28734
Gibraltar,2,World,4442371637
Gibraltar,3,Gibraltar,27317
Gibraltar,3,World,5314164348
Gibraltar,4,Gibraltar,27741
Gibraltar,4,World,6147027962
Gibraltar,5,Gibraltar,31262
Gibraltar,5,World,6983753736
Gibraltar,6,Gibraltar,32520
Gibraltar,6,World,7424777241
Gibraltar,7,Gibraltar,32709
Gibraltar,7,World,7839217894
Greece,1,Greece,8544873
Greece,1,World,3685591788
Greece,2,Greece,9307148
Greece,2,World,4433093223
Greece,3,Greece,10302255
Greece,3,World,5303889410
Greece,4,Greece,11038109
Greece,4,World,6136017594
Greece,5,Greece,11033783
Greece,5,World,6972751215
Greece,6,Greece,10806641
Greece,6,World,7414003120
Greece,7,Greece,10512232
Greece,7,World,7828738371
Greenland,1,Greenland,45434
Greenland,1,World,3694091227
Greenland,2,Greenland,50106
Greenland,2,World,4442350265
Greenland,3,Greenland,55599
Greenland,3,World,5314136066
Greenland,4,Greenland,56184
Greenland,4,World,6146999519
Greenland,5,Greenland,56351
Greenland,5,World,6983728647
Greenland,6,Greenland,55895
Greenland,6,World,7424753866
Greenland,7,Greenland,56026
Greenland,7,World,7839194577
Grenada,1,Grenada,98794
Grenada,1,World,3694037867
Grenada,2,Grenada,94838
Grenada,2,World,4442305533
Grenada,3,Grenada,99047
Grenada,3,World,5314092618
Grenada,4,Grenada,107432
Grenada,4,World,6146948271
Grenada,5,Grenada,114039
Grenada,5,World,6983670959
Grenada,6,Grenada,118980
Grenada,6,World,7424690781
Grenada,7,Grenada,123663
Grenada,7,World,7839126940
Guadeloupe,1,Guadeloupe,318310
Guadeloupe,1,World,3693818351
Guadeloupe,2,Guadeloupe,334234
Guadeloupe,2,World,4442066137
Guadeloupe,3,Guadeloupe,391951
Guadeloupe,3,World,5313799714
Guadeloupe,4,Guadeloupe,424067
Guadeloupe,4,World,6146631636
Guadeloupe,5,Guadeloupe,403072
Guadeloupe,5,World,6983381926
Guadeloupe,6,Guadeloupe,399089
Guadeloupe,6,World,7424410672
Guadeloupe,7,Guadeloupe,395642
Guadeloupe,7,World,7838854961
Guam,1,Guam,88300
Guam,1,World,3694048361
Guam,2,Guam,110286
Guam,2,World,4442290085
Guam,3,Guam,138263
Guam,3,World,5314053402
Guam,4,Guam,160188
Guam,4,World,6146895515
Guam,5,Guam,164905
Guam,5,World,6983620093
Guam,6,Guam,167978
Guam,6,World,7424641783
Guam,7,Guam,169231
Guam,7,World,7839081372
Guatemala,1,Guatemala,5453208
Guatemala,1,World,3688683453
Guatemala,2,Guatemala,6987767
Guatemala,2,World,4435412604
Guatemala,3,Guatemala,9084780
Guatemala,3,World,5305106885
Guatemala,4,Guatemala,11735894
Guatemala,4,World,6135319809
Guatemala,5,Guatemala,14543121
Guatemala,5,World,6969241877
Guatemala,6,Guatemala,16001107
Guatemala,6,World,7408808654
Guatemala,7,Guatemala,17362718
Guatemala,7,World,7821887885
Guernsey,1,Guernsey,52656
Guernsey,1,World,3694084005
Guernsey,2,Guernsey,52860
Guernsey,2,World,4442347511
Guernsey,3,Guernsey,57727
Guernsey,3,World,5314133938
Guernsey,4,Guernsey,59114
Guernsey,4,World,6146996589
Guernsey,5,Guernsey,60782
Guernsey,5,World,6983724216
Guernsey,6,Guernsey,61629
Guernsey,6,World,7424748132
Guernsey,7,Guernsey,62794
Guernsey,7,World,7839187809
Guinea,1,Guinea,4222374
Guinea,1,World,3689914287
Guinea,2,Guinea,4972609
Guinea,2,World,4437427762
Guinea,3,Guinea,6354145
Guinea,3,World,5307837520
Guinea,4,Guinea,8336967
Guinea,4,World,6138718736
Guinea,5,Guinea,10270728
Guinea,5,World,6973514270
Guinea,6,Guinea,11625998
Guinea,6,World,7413183763
Guinea,7,Guinea,13205153
Guinea,7,World,7826045450
Guinea-Bissau,1,Guinea-Bissau,591663
Guinea-Bissau,1,World,3693544998
Guinea-Bissau,2,Guinea-Bissau,831462
Guinea-Bissau,2,World,4441568909
Guinea-Bissau,3,Guinea-Bissau,973551
Guinea-Bissau,3,World,5313218114
Guinea-Bissau,4,Guinea-Bissau,1230849
Guinea-Bissau,4,World,6145824854
Guinea-Bissau,5,Guinea-Bissau,1567220
Guinea-Bissau,5,World,6982217778
Guinea-Bissau,6,Guinea-Bissau,1788919
Guinea-Bissau,6,World,7423020842
Guinea-Bissau,7,Guinea-Bissau,2015828
Guinea-Bissau,7,World,7837234775
Guyana,1,Guyana,705261
Guyana,1,World,3693431400
Guyana,2,Guyana,778176
Guyana,2,World,4441622195
Guyana,3,Guyana,747116
Guyana,3,World,5313444549
Guyana,4,Guyana,759051
Guyana,4,World,6146296652
Guyana,5,Guyana,747932
Guyana,5,World,6983037066
Guyana,6,Guyana,755031
Guyana,6,World,7424054730
Guyana,7,Guyana,797202
Guyana,7,World,7838453401
Haiti,1,Haiti,4680812
Haiti,1,World,3689455849
Haiti,2,Haiti,5646676
Haiti,2,World,4436753695
Haiti,3,Haiti,6925331
Haiti,3,World,5307266334
Haiti,4,Haiti,8360225
Haiti,4,World,6138695478
Haiti,5,Haiti,9842880
Haiti,5,World,6973942118
Haiti,6,Haiti,10563757
Haiti,6,World,7414246004
Haiti,7,Haiti,11306801
Haiti,7,World,7827943802
Honduras,1,Honduras,2782753
Honduras,1,World,3691353908
Honduras,2,Honduras,3777990
Honduras,2,World,4438622381
Honduras,3,Honduras,5053234
Honduras,3,World,5309138431
Honduras,4,Honduras,6656725
Honduras,4,World,6140398978
Honduras,5,Honduras,8450933
Honduras,5,World,6975334065
Honduras,6,Honduras,9294505
Honduras,6,World,7415515256
Honduras,7,Honduras,10121763
Honduras,7,World,7829128840
Hong Kong,1,Hong Kong,3955072
Hong Kong,1,World,3690181589
Hong Kong,2,Hong Kong,4978544
Hong Kong,2,World,4437421827
Hong Kong,3,Hong Kong,5838574
Hong Kong,3,World,5308353091
Hong Kong,4,Hong Kong,6731195
Hong Kong,4,World,6140324508
Hong Kong,5,Hong Kong,7132438
Hong Kong,5,World,6976652560
Hong Kong,6,Hong Kong,7399838
Hong Kong,6,World,7417409923
Hong Kong,7,Hong Kong,7500958
Hong Kong,7,World,7831749645
Hungary,1,Hungary,10315366
Hungary,1,World,3683821295
Hungary,2,Hungary,10698679
Hungary,2,World,4431701692
Hungary,3,Hungary,10375989
Hungary,3,World,5303815676
Hungary,4,Hungary,10202055
Hungary,4,World,6136853648
Hungary,5,Hungary,9986825
Hungary,5,World,6973798173
Hungary,6,Hungary,9844246
Hungary,6,World,7414965515
Hungary,7,Hungary,9750573
Hungary,7,World,7829500030
Iceland,1,Iceland,204468
Iceland,1,World,3693932193
Iceland,2,Iceland,228263
Iceland,2,World,4442172108
Iceland,3,Iceland,255019
Iceland,3,World,5313936646
Iceland,4,Iceland,281462
Iceland,4,World,6146774241
Iceland,5,Iceland,318333
Iceland,5,World,6983466665
Iceland,6,Iceland,331060
Iceland,6,World,7424478701
Iceland,7,Iceland,366669
Iceland,7,World,7838883934
India,1,India,557501301
India,1,World,3136635360
India,2,India,696828385
India,2,World,3745571986
India,3,India,870452165
India,3,World,4443739500
India,4,India,1059633675
India,4,World,5087422028
India,5,India,1240613620
India,5,World,5743171378
India,6,India,1322866505
India,6,World,6101943256
India,7,India,1396387127
India,7,World,6442863476
Indonesia,1,Indonesia,115228394
Indonesia,1,World,3578908267
Indonesia,2,Indonesia,148177096
Indonesia,2,World,4294223275
Indonesia,3,Indonesia,182159874
Indonesia,3,World,5132031791
Indonesia,4,Indonesia,214072421
Indonesia,4,World,5932983282
Indonesia,5,Indonesia,244016173
Indonesia,5,World,6739768825
Indonesia,6,Indonesia,259091970
Indonesia,6,World,7165717791
Indonesia,7,Indonesia,271857970
Indonesia,7,World,7567392633
Iran,1,Iran,28449705
Iran,1,World,3665686956
Iran,2,Iran,38520664
Iran,2,World,4403879707
Iran,3,Iran,55793629
Iran,3,World,5258398036
Iran,4,Iran,65544383
Iran,4,World,6081511320
Iran,5,Iran,75373855
Iran,5,World,6908411143
Iran,6,Iran,81790841
Iran,6,World,7343018920
Iran,7,Iran,87290193
Iran,7,World,7751960410
Iraq,1,Iraq,9811347
Iraq,1,World,3684325314
Iraq,2,Iraq,13653369
Iraq,2,World,4428747002
Iraq,3,Iraq,17658381
Iraq,3,World,5296533284
Iraq,4,Iraq,24628858
Iraq,4,World,6122426845
Iraq,5,Iraq,31264875
Iraq,5,World,6952520123
Iraq,6,Iraq,37757813
Iraq,6,World,7387051948
Iraq,7,Iraq,42556984
Iraq,7,World,7796693619
Ireland,1,Ireland,2937637
Ireland,1,World,3691199024
Ireland,2,Ireland,3391387
Ireland,2,World,4439008984
Ireland,3,Ireland,3485374
Ireland,3,World,5310706291
Ireland,4,Ireland,3768950
Ireland,4,World,6143286753
Ireland,5,Ireland,4524585
Ireland,5,World,6979260413
Ireland,6,Ireland,4665760
Ireland,6,World,7420144001
Ireland,7,Ireland,4946119
Ireland,7,World,7834304484
Isle of Man,1,Isle of Man,55298
Isle of Man,1,World,3694081363
Isle of Man,2,Isle of Man,64022
Isle of Man,2,World,4442336349
Isle of Man,3,Isle of Man,68865
Isle of Man,3,World,5314122800
Isle of Man,4,Isle of Man,75562
Isle of Man,4,World,6146980141
Isle of Man,5,Isle of Man,83828
Isle of Man,5,World,6983701170
Isle of Man,6,Isle of Man,83593
Isle of Man,6,World,7424726168
Isle of Man,7,Isle of Man,84046
Isle of Man,7,World,7839166557
Israel,1,Israel,2907307
Israel,1,World,3691229354
Israel,2,Israel,3744608
Israel,2,World,4438655763
Israel,3,Israel,4803254
Israel,3,World,5309388411
Israel,4,Israel,6116958
Israel,4,World,6140938745
Israel,5,Israel,7328445
Israel,5,World,6976456553
Israel,6,Israel,8007778
Israel,6,World,7416801983
Israel,7,Israel,8757489
Israel,7,World,7830493114
Italy,1,Italy,53324036
Italy,1,World,3640812625
Italy,2,Italy,56329482
Italy,2,World,4386070889
Italy,3,Italy,56756561
Italy,3,World,5257435104
Italy,4,Italy,56966397
Italy,4,World,6090089306
Italy,5,Italy,59822450
Italy,5,World,6923962548
Italy,6,Italy,60232906
Italy,6,World,7364576855
Italy,7,Italy,59500579
Italy,7,World,7779750024
Ivory Coast,1,Ivory Coast,5477086
Ivory Coast,1,World,3688659575
Ivory Coast,2,Ivory Coast,8303809
Ivory Coast,2,World,4434096562
Ivory Coast,3,Ivory Coast,11910540
Ivory Coast,3,World,5302281125
Ivory Coast,4,Ivory Coast,16799670
Ivory Coast,4,World,6130256033
Ivory Coast,5,Ivory Coast,21120042
Ivory Coast,5,World,6962664956
Ivory Coast,6,Ivory Coast,23596741
Ivory Coast,6,World,7401213020
Ivory Coast,7,Ivory Coast,26811790
Ivory Coast,7,World,7812438813
Jamaica,1,Jamaica,1859091
Jamaica,1,World,3692277570
Jamaica,2,Jamaica,2135546
Jamaica,2,World,4440264825
Jamaica,3,Jamaica,2392030
Jamaica,3,World,5311799635
Jamaica,4,Jamaica,2612205
Jamaica,4,World,6144443498
Jamaica,5,Jamaica,2733896
Jamaica,5,World,6981051102
Jamaica,6,Jamaica,2794445
Jamaica,6,World,7422015316
Jamaica,7,Jamaica,2820436
Jamaica,7,World,7836430167
Japan,1,Japan,105416839
Japan,1,World,3588719822
Japan,2,Japan,117624196
Japan,2,World,4324776175
Japan,3,Japan,123686321
Japan,3,World,5190505344
Japan,4,Japan,126803861
Japan,4,World,6020251842
Japan,5,Japan,128105431
Japan,5,World,6855679567
Japan,6,Japan,127250933
Japan,6,World,7297558828
Japan,7,Japan,125244761
Japan,7,World,7714005842
Jersey,1,Jersey,68347
Jersey,1,World,3694068314
Jersey,2,Jersey,75124
Jersey,2,World,4442325247
Jersey,3,Jersey,82874
Jersey,3,World,5314108791
Jersey,4,Jersey,86192
Jersey,4,World,6146969511
Jersey,5,Jersey,96151
Jersey,5,World,6983688847
Jersey,6,Jersey,100561
Jersey,6,World,7424709200
Jersey,7,Jersey,108319
Jersey,7,World,7839142284
Jordan,1,Jordan,1557374
Jordan,1,World,3692579287
Jordan,2,Jordan,2216903
Jordan,2,World,4440183468
Jordan,3,Jordan,3480587
Jordan,3,World,5310711078
Jordan,4,Jordan,5056174
Jordan,4,World,6141999529
Jordan,5,Jordan,6931258
Jordan,5,World,6976853740
Jordan,6,Jordan,9494246
Jordan,6,World,7415315515
Jordan,7,Jordan,10928721
Jordan,7,World,7828321882
Kazakhstan,1,Kazakhstan,12265305
Kazakhstan,1,World,3681871356
Kazakhstan,2,Kazakhstan,14172710
Kazakhstan,2,World,4428227661
Kazakhstan,3,Kazakhstan,16866563
Kazakhstan,3,World,5297325102
Kazakhstan,4,Kazakhstan,15236253
Kazakhstan,4,World,6131819450
Kazakhstan,5,Kazakhstan,16627837
Kazakhstan,5,World,6967157161
Kazakhstan,6,Kazakhstan,17835909
Kazakhstan,6,World,7406973852
Kazakhstan,7,Kazakhstan,18979243
Kazakhstan,7,World,7820271360
Kenya,1,Kenya,11473087
Kenya,1,World,3682663574
Kenya,2,Kenya,16187124
Kenya,2,World,4426213247
Kenya,3,Kenya,23162269
Kenya,3,World,5291029396
Kenya,4,Kenya,30851606
Kenya,4,World,6116204097
Kenya,5,Kenya,41517895
Kenya,5,World,6942267103
Kenya,6,Kenya,46851488
Kenya,6,World,7377958273
Kenya,7,Kenya,51985780
Kenya,7,World,7787264823
Kiribati,1,Kiribati,57437
Kiribati,1,World,3694079224
Kiribati,2,Kiribati,60813
Kiribati,2,World,4442339558
Kiribati,3,Kiribati,75124
Kiribati,3,World,5314116541
Kiribati,4,Kiribati,88826
Kiribati,4,World,6146966877
Kiribati,5,Kiribati,107995
Kiribati,5,World,6983677003
Kiribati,6,Kiribati,116707
Kiribati,6,World,7424693054
Kiribati,7,Kiribati,126463
Kiribati,7,World,7839124140
Kuwait,1,Kuwait,802786
Kuwait,1,World,3693333875
Kuwait,2,Kuwait,1493870
Kuwait,2,World,4440906501
Kuwait,3,Kuwait,1674938
Kuwait,3,World,5312516727
Kuwait,4,Kuwait,1934901
Kuwait,4,World,6145120802
Kuwait,5,Kuwait,2943356
Kuwait,5,World,6980841642
Kuwait,6,Kuwait,3908743
Kuwait,6,World,7420901018
Kuwait,7,Kuwait,4360444
Kuwait,7,World,7834890159
Kyrgyzstan,1,Kyrgyzstan,3016384
Kyrgyzstan,1,World,3691120277
Kyrgyzstan,2,Kyrgyzstan,3691209
Kyrgyzstan,2,World,4438709162
Kyrgyzstan,3,Kyrgyzstan,4394734
Kyrgyzstan,3,World,5309796931
Kyrgyzstan,4,Kyrgyzstan,4935182
Kyrgyzstan,4,World,6142120521
Kyrgyzstan,5,Kyrgyzstan,5483774
Kyrgyzstan,5,World,6978301224
Kyrgyzstan,6,Kyrgyzstan,5914980
Kyrgyzstan,6,World,7418894781
Kyrgyzstan,7,Kyrgyzstan,6424874
Kyrgyzstan,7,World,7832825729
Laos,1,Laos,2675283
Laos,1,World,3691461378
Laos,2,Laos,3297519
Laos,2,World,4439102852
Laos,3,Laos,4314443
Laos,3,World,5309877222
Laos,4,Laos,5430853
Laos,4,World,6141624850
Laos,5,Laos,6323418
Laos,5,World,6977461580
Laos,6,Laos,6787419
Laos,6,World,7418022342
Laos,7,Laos,7319399
Laos,7,World,7831931204
Latvia,1,Latvia,2397414
Latvia,1,World,3691739247
Latvia,2,Latvia,2572037
Latvia,2,World,4439828334
Latvia,3,Latvia,2689391
Latvia,3,World,5311502274
Latvia,4,Latvia,2392530
Latvia,4,World,6144663173
Latvia,5,Latvia,2101530
Latvia,5,World,6981683468
Latvia,6,Latvia,1991955
Latvia,6,World,7422817806
Latvia,7,Latvia,1897052
Latvia,7,World,7837353551
Lebanon,1,Lebanon,2381791
Lebanon,1,World,3691754870
Lebanon,2,Lebanon,2963702
Lebanon,2,World,4439436669
Lebanon,3,Lebanon,3593700
Lebanon,3,World,5310597965
Lebanon,4,Lebanon,4320642
Lebanon,4,World,6142735061
Lebanon,5,Lebanon,4995800
Lebanon,5,World,6978789198
Lebanon,6,Lebanon,6398940
Lebanon,6,World,7418410821
Lebanon,7,Lebanon,5662923
Lebanon,7,World,7833587680
Lesotho,1,Lesotho,1023481
Lesotho,1,World,3693113180
Lesotho,2,Lesotho,1407672
Lesotho,2,World,4440992699
Lesotho,3,Lesotho,1798997
Lesotho,3,World,5312392668
Lesotho,4,Lesotho,1998630
Lesotho,4,World,6145057073
Lesotho,5,Lesotho,2022747
Lesotho,5,World,6981762251
Lesotho,6,Lesotho,2118521
Lesotho,6,World,7422691240
Lesotho,7,Lesotho,2254100
Lesotho,7,World,7836996503
Liberia,1,Liberia,1463563
Liberia,1,World,3692673098
Liberia,2,Liberia,1932169
Liberia,2,World,4440468202
Liberia,3,Liberia,2209731
Liberia,3,World,5311981934
Liberia,4,Liberia,2895224
Liberia,4,World,6144160479
Liberia,5,Liberia,4019956
Liberia,5,World,6979765042
Liberia,6,Liberia,4612329
Liberia,6,World,7420197432
Liberia,7,Liberia,5087584
Liberia,7,World,7834163019
Libya,1,Libya,1909177
Libya,1,World,3692227484
Libya,2,Libya,2962720
Libya,2,World,4439437651
Libya,3,Libya,4236983
Libya,3,World,5309954682
Libya,4,Libya,5154790
Libya,4,World,6141900913
Libya,5,Libya,6491988
Libya,5,World,6977293010
Libya,6,Libya,6192235
Libya,6,World,7418617526
Libya,7,Libya,6653942
Libya,7,World,7832596661
Liechtenstein,1,Liechtenstein,21089
Liechtenstein,1,World,3694115572
Liechtenstein,2,Liechtenstein,25003
Liechtenstein,2,World,4442375368
Liechtenstein,3,Liechtenstein,28765
Liechtenstein,3,World,5314162900
Liechtenstein,4,Liechtenstein,33026
Liechtenstein,4,World,6147022677
Liechtenstein,5,Liechtenstein,35926
Liechtenstein,5,World,6983749072
Liechtenstein,6,Liechtenstein,37355
Liechtenstein,6,World,7424772406
Liechtenstein,7,Liechtenstein,38756
Liechtenstein,7,World,7839211847
Lithuania,1,Lithuania,3210147
Lithuania,1,World,3690926514
Lithuania,2,Lithuania,3521206
Lithuania,2,World,4438879165
Lithuania,3,Lithuania,3785847
Lithuania,3,World,5310405818
Lithuania,4,Lithuania,3599637
Lithuania,4,World,6143456066
Lithuania,5,Lithuania,3139019
Lithuania,5,World,6980645979
Lithuania,6,Lithuania,2963765
Lithuania,6,World,7421845996
Lithuania,7,Lithuania,2820267
Lithuania,7,World,7836430336
Luxembourg,1,Luxembourg,339342
Luxembourg,1,World,3693797319
Luxembourg,2,Luxembourg,363741
Luxembourg,2,World,4442036630
Luxembourg,3,Luxembourg,381267
Luxembourg,3,World,5313810398
Luxembourg,4,Luxembourg,435628
Luxembourg,4,World,6146620075
Luxembourg,5,Luxembourg,507070
Luxembourg,5,World,6983277928
Luxembourg,6,Luxembourg,569408
Luxembourg,6,World,7424240353
Luxembourg,7,Luxembourg,630399
Luxembourg,7,World,7838620204
Macau,1,Macau,247284
Macau,1,World,3693889377
Macau,2,Macau,245332
Macau,2,World,4442155039
Macau,3,Macau,350227
Macau,3,World,5313841438
Macau,4,Macau,431896
Macau,4,World,6146623807
Macau,5,Macau,557297
Macau,5,World,6983227701
Macau,6,Macau,615239
Macau,6,World,7424194522
Macau,7,Macau,676283
Macau,7,World,7838574320
Madagascar,1,Madagascar,6639751
Madagascar,1,World,3687496910
Madagascar,2,Madagascar,8948162
Madagascar,2,World,4433452209
Madagascar,3,Madagascar,11882762
Madagascar,3,World,5302308903
Madagascar,4,Madagascar,16216431
Madagascar,4,World,6130839272
Madagascar,5,Madagascar,21731053
Madagascar,5,World,6962053945
Madagascar,6,Madagascar,24850912
Madagascar,6,World,7399958849
Madagascar,7,Madagascar,28225177
Madagascar,7,World,7811025426
Malawi,1,Malawi,4625141
Malawi,1,World,3689511520
Malawi,2,Malawi,6267369
Malawi,2,World,4436133002
Malawi,3,Malawi,9539665
Malawi,3,World,5304652000
Malawi,4,Malawi,11229387
Malawi,4,World,6135826316
Malawi,5,Malawi,14718422
Malawi,5,World,6969066576
Malawi,6,Malawi,16938942
Malawi,6,World,7407870819
Malawi,7,Malawi,19377061
Malawi,7,World,7819873542
Malaysia,1,Malaysia,10306508
Malaysia,1,World,3683830153
Malaysia,2,Malaysia,13215707
Malaysia,2,World,4429184664
Malaysia,3,Malaysia,17517054
Malaysia,3,World,5296674611
Malaysia,4,Malaysia,22945150
Malaysia,4,World,6124110553
Malaysia,5,Malaysia,28717731
Malaysia,5,World,6955067267
Malaysia,6,Malaysia,31068833
Malaysia,6,World,7393740928
Malaysia,7,Malaysia,33199993
Malaysia,7,World,7806050610
Maldives,1,Maldives,123243
Maldives,1,World,3694013418
Maldives,2,Maldives,164887
Maldives,2,World,4442235484
Maldives,3,Maldives,224957
Maldives,3,World,5313966708
Maldives,4,Maldives,282507
Maldives,4,World,6146773196
Maldives,5,Maldives,361575
Maldives,5,World,6983423423
Maldives,6,Maldives,435582
Maldives,6,World,7424374179
Maldives,7,Maldives,514438
Maldives,7,World,7838736165
Mali,1,Mali,6153587
Mali,1,World,3687983074
Mali,2,Mali,7372581
Mali,2,World,4435027790
Mali,3,Mali,8945026
Mali,3,World,5305246639
Mali,4,Mali,11239101
Mali,4,World,6135816602
Mali,5,Mali,15529181
Mali,5,World,6968255817
Mali,6,Mali,18112907
Mali,6,World,7406696854
Mali,7,Mali,21224040
Mali,7,World,7818026563
Malta,1,Malta,315414
Malta,1,World,3693821247
Malta,2,Malta,333587
Malta,2,World,4442066784
Malta,3,Malta,365392
Malta,3,World,5313826273
Malta,4,Malta,399212
Malta,4,World,6146656491
