name,type,category,population
Equatorial Guinea,7,Africa,1359075761
Eritrea,1,Eritrea,1272748
Eritrea,1,Africa,364171600
Eritrea,2,Eritrea,1657982
Eritrea,2,Africa,479878395
Eritrea,3,Eritrea,2149960
Eritrea,3,Africa,636000669
Eritrea,4,Eritrea,2392880
Eritrea,4,Africa,816553152
Eritrea,5,Eritrea,3147727
Eritrea,5,Africa,1052080345
Eritrea,6,Eritrea,3340006
Eritrea,6,Africa,1197762436
Eritrea,7,Eritrea,3555868
Eritrea,7,Africa,1357115942
Estonia,1,Estonia,1361999
Estonia,1,Europe,654561992
Estonia,2,Estonia,1476983
Estonia,2,Europe,691050176
Estonia,3,Estonia,1570674
Estonia,3,Europe,718750123
Estonia,4,Estonia,1396877
Estonia,4,Europe,724696546
Estonia,5,Estonia,1331535
Estonia,5,Europe,734282399
Estonia,6,Estonia,1314657
Estonia,6,Europe,740220951
Estonia,7,Estonia,1329444
Estonia,7,Europe,744462752
Eswatini,1,Eswatini,442865
Eswatini,1,Africa,365001483
Eswatini,2,Eswatini,598564
Eswatini,2,Africa,480937813
Eswatini,3,Eswatini,854011
Eswatini,3,Africa,637296618
Eswatini,4,Eswatini,1030496
Eswatini,4,Africa,817915536
Eswatini,5,Eswatini,1099920
Eswatini,5,Africa,1054128152
Eswatini,6,Eswatini,1133936
Eswatini,6,Africa,1199968506
Eswatini,7,Eswatini,1180655
Eswatini,7,Africa,1359491155
Ethiopia,1,Ethiopia,28308246
Ethiopia,1,Africa,337136102
Ethiopia,2,Ethiopia,34945469
Ethiopia,2,Africa,446590908
Ethiopia,3,Ethiopia,47878073
Ethiopia,3,Africa,590272556
Ethiopia,4,Ethiopia,67031867
Ethiopia,4,Africa,751914165
Ethiopia,5,Ethiopia,89237791
Ethiopia,5,Africa,965990281
Ethiopia,6,Ethiopia,102471895
Ethiopia,6,Africa,1098630547
Ethiopia,7,Ethiopia,117190911
Ethiopia,7,Africa,1243480899
Falkland Islands,1,Falkland Islands,2274
Falkland Islands,1,South America,192944882
Falkland Islands,2,Falkland Islands,2240
Falkland Islands,2,South America,241786766
Falkland Islands,3,Falkland Islands,2332
Falkland Islands,3,South America,297144083
Falkland Islands,4,Falkland Islands,3080
Falkland Islands,4,South America,349631202
Falkland Islands,5,Falkland Islands,3187
Falkland Islands,5,South America,393075063
Falkland Islands,6,Falkland Islands,3408
Falkland Islands,6,South America,413130988
Falkland Islands,7,Falkland Islands,3747
Falkland Islands,7,South America,431526296
Faroe Islands,1,Faroe Islands,38416
Faroe Islands,1,Europe,655885575
Faroe Islands,2,Faroe Islands,43054
Faroe Islands,2,Europe,692484105
Faroe Islands,3,Faroe Islands,47479
Faroe Islands,3,Europe,720273318
Faroe Islands,4,Faroe Islands,45660
Faroe Islands,4,Europe,726047763
Faroe Islands,5,Faroe Islands,48410
Faroe Islands,5,Europe,735565524
Faroe Islands,6,Faroe Islands,48816
Faroe Islands,6,Europe,741486792
Faroe Islands,7,Faroe Islands,52415
Faroe Islands,7,Europe,745739781
Fiji,1,Fiji,527634
Fiji,1,Oceania,18952636
Fiji,2,Fiji,644582
Fiji,2,Oceania,22275658
Fiji,3,Fiji,780430
Fiji,3,Oceania,25963392
Fiji,4,Fiji,832509
Fiji,4,Oceania,30390269
Fiji,5,Fiji,905169
Fiji,5,Oceania,36197595
Fiji,6,Fiji,917200
Fiji,6,Oceania,39486083
Fiji,7,Fiji,920422
Fiji,7,Oceania,43013004
Finland,1,Finland,4606621
Finland,1,Europe,651317370
Finland,2,Finland,4779418
Finland,2,Europe,687747741
Finland,3,Finland,4986545
Finland,3,Europe,715334252
Finland,4,Finland,5176209
Finland,4,Europe,720917214
Finland,5,Finland,5363271
Finland,5,Europe,730250663
Finland,6,Finland,5479461
Finland,6,Europe,736056147
Finland,7,Finland,5529468
Finland,7,Europe,740262728
France,1,France,50523586
France,1,Europe,605400405
France,2,France,53713830
France,2,Europe,638813329
France,3,France,56412897
France,3,Europe,663907900
France,4,France,58665453
France,4,Europe,667427970
France,5,France,62444567
France,5,Europe,673169367
France,6,France,63809769
France,6,Europe,677725839
France,7,France,64480053
France,7,Europe,681312143
French Guiana,1,French Guiana,46484
French Guiana,1,South America,192900672
French Guiana,2,French Guiana,66825
French Guiana,2,South America,241722181
French Guiana,3,French Guiana,113931
French Guiana,3,South America,297032484
French Guiana,4,French Guiana,164351
French Guiana,4,South America,349469931
French Guiana,5,French Guiana,228453
French Guiana,5,South America,392849797
French Guiana,6,French Guiana,257026
French Guiana,6,South America,412877370
French Guiana,7,French Guiana,290969
French Guiana,7,South America,431239074
French Polynesia,1,French Polynesia,117891
French Polynesia,1,Oceania,19362379
French Polynesia,2,French Polynesia,163591
French Polynesia,2,Oceania,22756649
French Polynesia,3,French Polynesia,211089
French Polynesia,3,Oceania,26532733
French Polynesia,4,French Polynesia,250927
French Polynesia,4,Oceania,30971851
French Polynesia,5,French Polynesia,283788
French Polynesia,5,Oceania,36818976
French Polynesia,6,French Polynesia,291787
French Polynesia,6,Oceania,40111496
French Polynesia,7,French Polynesia,301920
French Polynesia,7,Oceania,43631506
Gabon,1,Gabon,597192
Gabon,1,Africa,364847156
Gabon,2,Gabon,749078
Gabon,2,Africa,480787299
Gabon,3,Gabon,983028
Gabon,3,Africa,637167601
Gabon,4,Gabon,1272935
Gabon,4,Africa,817673097
Gabon,5,Gabon,1711105
Gabon,5,Africa,1053516967
Gabon,6,Gabon,2028517
Gabon,6,Africa,1199073925
Gabon,7,Gabon,2292573
Gabon,7,Africa,1358379237
Gambia,1,Gambia,528731
Gambia,1,Africa,364915617
Gambia,2,Gambia,718586
Gambia,2,Africa,480817791
Gambia,3,Gambia,1040616
Gambia,3,Africa,637110013
Gambia,4,Gambia,1437539
Gambia,4,Africa,817508493
Gambia,5,Gambia,1937275
Gambia,5,Africa,1053290797
Gambia,6,Gambia,2253133
Gambia,6,Africa,1198849309
Gambia,7,Gambia,2573995
Gambia,7,Africa,1358097815
Georgia,1,Georgia,4800426
Georgia,1,Asia,2140105864
Georgia,2,Georgia,5145843
Georgia,2,Asia,2630188385
Georgia,3,Georgia,5391636
Georgia,3,Asia,3205171941
Georgia,4,Georgia,4265172
Georgia,4,Asia,3730824432
Georgia,5,Georgia,3836831
Georgia,5,Asia,4216204496
Georgia,6,Georgia,3771132
Georgia,6,Asia,4454479050
Georgia,7,Georgia,3765912
Georgia,7,Asia,4659320623
Germany,1,Germany,78294583
Germany,1,Europe,577629408
Germany,2,Germany,77786703
Germany,2,Europe,614740456
Germany,3,Germany,79370196
Germany,3,Europe,640950601
Germany,4,Germany,81551677
Germany,4,Europe,644541746
Germany,5,Germany,81325090
Germany,5,Europe,654288844
Germany,6,Germany,82073226
Germany,6,Europe,659462382
Germany,7,Germany,83328988
Germany,7,Europe,662463208
Ghana,1,Ghana,8861895
Ghana,1,Africa,356582453
Ghana,2,Ghana,11865246
Ghana,2,Africa,469671131
Ghana,3,Ghana,15446982
Ghana,3,Africa,622703647
Ghana,4,Ghana,19665502
Ghana,4,Africa,799280530
Ghana,5,Ghana,25574719
Ghana,5,Africa,1029653353
Ghana,6,Ghana,28870939
Ghana,6,Africa,1172231503
Ghana,7,Ghana,32180401
Ghana,7,Africa,1328491409
Gibraltar,1,Gibraltar,26685
Gibraltar,1,Europe,655897306
Gibraltar,2,Gibraltar,28734
Gibraltar,2,Europe,692498425
Gibraltar,3,Gibraltar,27317
Gibraltar,3,Europe,720293480
Gibraltar,4,Gibraltar,27741
Gibraltar,4,Europe,726065682
Gibraltar,5,Gibraltar,31262
Gibraltar,5,Europe,735582672
Gibraltar,6,Gibraltar,32520
Gibraltar,6,Europe,741503088
Gibraltar,7,Gibraltar,32709
Gibraltar,7,Europe,745759487
Greece,1,Greece,8544873
Greece,1,Europe,647379118
Greece,2,Greece,9307148
Greece,2,Europe,683220011
Greece,3,Greece,10302255
Greece,3,Europe,710018542
Greece,4,Greece,11038109
Greece,4,Europe,715055314
Greece,5,Greece,11033783
Greece,5,Europe,724580151
Greece,6,Greece,10806641
Greece,6,Europe,730728967
Greece,7,Greece,10512232
Greece,7,Europe,735279964
Greenland,1,Greenland,45434
Greenland,1,North America,315389172
Greenland,2,Greenland,50106
Greenland,2,North America,368243255
Greenland,3,Greenland,55599
Greenland,3,North America,421210826
Greenland,4,Greenland,56184
Greenland,4,North America,486013400
Greenland,5,Greenland,56351
Greenland,5,North America,542664300
Greenland,6,Greenland,55895
Greenland,6,North America,570327955
Greenland,7,Greenland,56026
Greenland,7,North America,594180567
Grenada,1,Grenada,98794
Grenada,1,North America,315335812
Grenada,2,Grenada,94838
Grenada,2,North America,368198523
Grenada,3,Grenada,99047
Grenada,3,North America,421167378
Grenada,4,Grenada,107432
Grenada,4,North America,485962152
Grenada,5,Grenada,114039
Grenada,5,North America,542606612
Grenada,6,Grenada,118980
Grenada,6,North America,570264870
Grenada,7,Grenada,123663
Grenada,7,North America,594112930
Guadeloupe,1,Guadeloupe,318310
Guadeloupe,1,North America,315116296
Guadeloupe,2,Guadeloupe,334234
Guadeloupe,2,North America,367959127
Guadeloupe,3,Guadeloupe,391951
Guadeloupe,3,North America,420874474
Guadeloupe,4,Guadeloupe,424067
Guadeloupe,4,North America,485645517
Guadeloupe,5,Guadeloupe,403072
Guadeloupe,5,North America,542317579
Guadeloupe,6,Guadeloupe,399089
Guadeloupe,6,North America,569984761
Guadeloupe,7,Guadeloupe,395642
Guadeloupe,7,North America,593840951
Guam,1,Guam,88300
Guam,1,Oceania,19391970
Guam,2,Guam,110286
Guam,2,Oceania,22809954
Guam,3,Guam,138263
Guam,3,Oceania,26605559
Guam,4,Guam,160188
Guam,4,Oceania,31062590
Guam,5,Guam,164905
Guam,5,Oceania,36937859
Guam,6,Guam,167978
Guam,6,Oceania,40235305
Guam,7,Guam,169231
Guam,7,Oceania,43764195
Guatemala,1,Guatemala,5453208
Guatemala,1,North America,309981398
Guatemala,2,Guatemala,6987767
Guatemala,2,North America,361305594
Guatemala,3,Guatemala,9084780
Guatemala,3,North America,412181645
Guatemala,4,Guatemala,11735894
Guatemala,4,North America,474333690
Guatemala,5,Guatemala,14543121
Guatemala,5,North America,528177530
Guatemala,6,Guatemala,16001107
Guatemala,6,North America,554382743
Guatemala,7,Guatemala,17362718
Guatemala,7,North America,576873875
Guernsey,1,Guernsey,52656
Guernsey,1,Europe,655871335
Guernsey,2,Guernsey,52860
Guernsey,2,Europe,692474299
Guernsey,3,Guernsey,57727
Guernsey,3,Europe,720263070
Guernsey,4,Guernsey,59114
Guernsey,4,Europe,726034309
Guernsey,5,Guernsey,60782
Guernsey,5,Europe,735553152
Guernsey,6,Guernsey,61629
Guernsey,6,Europe,741473979
Guernsey,7,Guernsey,62794
Guernsey,7,Europe,745729402
Guinea,1,Guinea,4222374
Guinea,1,Africa,361221974
Guinea,2,Guinea,4972609
Guinea,2,Africa,476563768
Guinea,3,Guinea,6354145
Guinea,3,Africa,631796484
Guinea,4,Guinea,8336967
Guinea,4,Africa,810609065
Guinea,5,Guinea,10270728
Guinea,5,Africa,1044957344
Guinea,6,Guinea,11625998
Guinea,6,Africa,1189476444
Guinea,7,Guinea,13205153
Guinea,7,Africa,1347466657
Guinea-Bissau,1,Guinea-Bissau,591663
Guinea-Bissau,1,Africa,364852685
Guinea-Bissau,2,Guinea-Bissau,831462
Guinea-Bissau,2,Africa,480704915
Guinea-Bissau,3,Guinea-Bissau,973551
Guinea-Bissau,3,Africa,637177078
Guinea-Bissau,4,Guinea-Bissau,1230849
Guinea-Bissau,4,Africa,817715183
Guinea-Bissau,5,Guinea-Bissau,1567220
Guinea-Bissau,5,Africa,1053660852
Guinea-Bissau,6,Guinea-Bissau,1788919
Guinea-Bissau,6,Africa,1199313523
Guinea-Bissau,7,Guinea-Bissau,2015828
Guinea-Bissau,7,Africa,1358655982
Guyana,1,Guyana,705261
Guyana,1,South America,192241895
Guyana,2,Guyana,778176
Guyana,2,South America,241010830
Guyana,3,Guyana,747116
Guyana,3,South America,296399299
Guyana,4,Guyana,759051
Guyana,4,South America,348875231
Guyana,5,Guyana,747932
Guyana,5,South America,392330318
Guyana,6,Guyana,755031
Guyana,6,South America,412379365
Guyana,7,Guyana,797202
Guyana,7,South America,430732841
Haiti,1,Haiti,4680812
Haiti,1,North America,310753794
Haiti,2,Haiti,5646676
Haiti,2,North America,362646685
Haiti,3,Haiti,6925331
Haiti,3,North America,414341094
Haiti,4,Haiti,8360225
Haiti,4,North America,477709359
Haiti,5,Haiti,9842880
Haiti,5,North America,532877771
Haiti,6,Haiti,10563757
Haiti,6,North America,559820093
Haiti,7,Haiti,11306801
Haiti,7,North America,582929792
Honduras,1,Honduras,2782753
Honduras,1,North America,312651853
Honduras,2,Honduras,3777990
Honduras,2,North America,364515371
Honduras,3,Honduras,5053234
Honduras,3,North America,416213191
Honduras,4,Honduras,6656725
Honduras,4,North America,479412859
Honduras,5,Honduras,8450933
Honduras,5,North America,534269718
Honduras,6,Honduras,9294505
Honduras,6,North America,561089345
Honduras,7,Honduras,10121763
Honduras,7,North America,584114830
Hong Kong,1,Hong Kong,3955072
Hong Kong,1,Asia,2140951218
Hong Kong,2,Hong Kong,4978544
Hong Kong,2,Asia,2630355684
Hong Kong,3,Hong Kong,5838574
Hong Kong,3,Asia,3204725003
Hong Kong,4,Hong Kong,6731195
Hong Kong,4,Asia,3728358409
Hong Kong,5,Hong Kong,7132438
Hong Kong,5,Asia,4212908889
Hong Kong,6,Hong Kong,7399838
Hong Kong,6,Asia,4450850344
Hong Kong,7,Hong Kong,7500958
Hong Kong,7,Asia,4655585577
Hungary,1,Hungary,10315366
Hungary,1,Europe,645608625
Hungary,2,Hungary,10698679
Hungary,2,Europe,681828480
Hungary,3,Hungary,10375989
Hungary,3,Europe,709944808
Hungary,4,Hungary,10202055
Hungary,4,Europe,715891368
Hungary,5,Hungary,9986825
Hungary,5,Europe,725627109
Hungary,6,Hungary,9844246
Hungary,6,Europe,731691362
Hungary,7,Hungary,9750573
Hungary,7,Europe,736041623
Iceland,1,Iceland,204468
Iceland,1,Europe,655719523
Iceland,2,Iceland,228263
Iceland,2,Europe,692298896
Iceland,3,Iceland,255019
Iceland,3,Europe,720065778
Iceland,4,Iceland,281462
Iceland,4,Europe,725811961
Iceland,5,Iceland,318333
Iceland,5,Europe,735295601
Iceland,6,Iceland,331060
Iceland,6,Europe,741204548
Iceland,7,Iceland,366669
Iceland,7,Europe,745425527
India,1,India,557501301
India,1,Asia,1587404989
India,2,India,696828385
India,2,Asia,1938505843
India,3,India,870452165
India,3,Asia,2340111412
India,4,India,1059633675
India,4,Asia,2675455929
India,5,India,1240613620
India,5,Asia,2979427707
India,6,India,1322866505
India,6,Asia,3135383677
India,7,India,1396387127
India,7,Asia,3266699408
Indonesia,1,Indonesia,115228394
Indonesia,1,Asia,2029677896
Indonesia,2,Indonesia,148177096
Indonesia,2,Asia,2487157132
Indonesia,3,Indonesia,182159874
Indonesia,3,Asia,3028403703
Indonesia,4,Indonesia,214072421
Indonesia,4,Asia,3521017183
Indonesia,5,Indonesia,244016173
Indonesia,5,Asia,3976025154
Indonesia,6,Indonesia,259091970
Indonesia,6,Asia,4199158212
Indonesia,7,Indonesia,271857970
Indonesia,7,Asia,4391228565
Iran,1,Iran,28449705
Iran,1,Asia,2116456585
Iran,2,Iran,38520664
Iran,2,Asia,2596813564
Iran,3,Iran,55793629
Iran,3,Asia,3154769948
Iran,4,Iran,65544383
Iran,4,Asia,3669545221
Iran,5,Iran,75373855
Iran,5,Asia,4144667472
Iran,6,Iran,81790841
Iran,6,Asia,4376459341
Iran,7,Iran,87290193
Iran,7,Asia,4575796342
Iraq,1,Iraq,9811347
Iraq,1,Asia,2135094943
Iraq,2,Iraq,13653369
Iraq,2,Asia,2621680859
Iraq,3,Iraq,17658381
Iraq,3,Asia,3192905196
Iraq,4,Iraq,24628858
Iraq,4,Asia,3710460746
Iraq,5,Iraq,31264875
Iraq,5,Asia,4188776452
Iraq,6,Iraq,37757813
Iraq,6,Asia,4420492369
Iraq,7,Iraq,42556984
Iraq,7,Asia,4620529551
Ireland,1,Ireland,2937637
Ireland,1,Europe,652986354
Ireland,2,Ireland,3391387
Ireland,2,Europe,689135772
Ireland,3,Ireland,3485374
Ireland,3,Europe,716835423
Ireland,4,Ireland,3768950
Ireland,4,Europe,722324473
Ireland,5,Ireland,4524585
Ireland,5,Europe,731089349
Ireland,6,Ireland,4665760
Ireland,6,Europe,736869848
Ireland,7,Ireland,4946119
Ireland,7,Europe,740846077
Isle of Man,1,Isle of Man,55298
Isle of Man,1,Europe,655868693
Isle of Man,2,Isle of Man,64022
Isle of Man,2,Europe,692463137
Isle of Man,3,Isle of Man,68865
Isle of Man,3,Europe,720251932
Isle of Man,4,Isle of Man,75562
Isle of Man,4,Europe,726017861
Isle of Man,5,Isle of Man,83828
Isle of Man,5,Europe,735530106
Isle of Man,6,Isle of Man,83593
Isle of Man,6,Europe,741452015
Isle of Man,7,Isle of Man,84046
Isle of Man,7,Europe,745708150
Israel,1,Israel,2907307
Israel,1,Asia,2141998983
Israel,2,Israel,3744608
Israel,2,Asia,2631589620
Israel,3,Israel,4803254
Israel,3,Asia,3205760323
Israel,4,Israel,6116958
Israel,4,Asia,3728972646
Israel,5,Israel,7328445
Israel,5,Asia,4212712882
Israel,6,Israel,8007778
Israel,6,Asia,4450242404
Israel,7,Israel,8757489
Israel,7,Asia,4654329046
Italy,1,Italy,53324036
Italy,1,Europe,602599955
Italy,2,Italy,56329482
Italy,2,Europe,636197677
Italy,3,Italy,56756561
Italy,3,Europe,663564236
Italy,4,Italy,56966397
Italy,4,Europe,669127026
Italy,5,Italy,59822450
Italy,5,Europe,675791484
Italy,6,Italy,60232906
Italy,6,Europe,681302702
Italy,7,Italy,59500579
Italy,7,Europe,686291617
Ivory Coast,1,Ivory Coast,5477086
Ivory Coast,1,Africa,359967262
Ivory Coast,2,Ivory Coast,8303809
Ivory Coast,2,Africa,473232568
Ivory Coast,3,Ivory Coast,11910540
Ivory Coast,3,Africa,626240089
Ivory Coast,4,Ivory Coast,16799670
Ivory Coast,4,Africa,802146362
Ivory Coast,5,Ivory Coast,21120042
Ivory Coast,5,Africa,1034108030
Ivory Coast,6,Ivory Coast,23596741
Ivory Coast,6,Africa,1177505701
Ivory Coast,7,Ivory Coast,26811790
Ivory Coast,7,Africa,1333860020
Jamaica,1,Jamaica,1859091
Jamaica,1,North America,313575515
Jamaica,2,Jamaica,2135546
Jamaica,2,North America,366157815
Jamaica,3,Jamaica,2392030
Jamaica,3,North America,418874395
Jamaica,4,Jamaica,2612205
Jamaica,4,North America,483457379
Jamaica,5,Jamaica,2733896
Jamaica,5,North America,539986755
Jamaica,6,Jamaica,2794445
Jamaica,6,North America,567589405
Jamaica,7,Jamaica,2820436
Jamaica,7,North America,591416157
Japan,1,Japan,105416839
Japan,1,Asia,2039489451
Japan,2,Japan,117624196
Japan,2,Asia,2517710032
Japan,3,Japan,123686321
Japan,3,Asia,3086877256
Japan,4,Japan,126803861
Japan,4,Asia,3608285743
Japan,5,Japan,128105431
Japan,5,Asia,4091935896
Japan,6,Japan,127250933
Japan,6,Asia,4330999249
Japan,7,Japan,125244761
Japan,7,Asia,4537841774
Jersey,1,Jersey,68347
Jersey,1,Europe,655855644
Jersey,2,Jersey,75124
Jersey,2,Europe,692452035
Jersey,3,Jersey,82874
Jersey,3,Europe,720237923
Jersey,4,Jersey,86192
Jersey,4,Europe,726007231
Jersey,5,Jersey,96151
Jersey,5,Europe,735517783
Jersey,6,Jersey,100561
Jersey,6,Europe,741435047
Jersey,7,Jersey,108319
Jersey,7,Europe,745683877
Jordan,1,Jordan,1557374
Jordan,1,Asia,2143348916
Jordan,2,Jordan,2216903
Jordan,2,Asia,2633117325
Jordan,3,Jordan,3480587
Jordan,3,Asia,3207082990
Jordan,4,Jordan,5056174
Jordan,4,Asia,3730033430
Jordan,5,Jordan,6931258
Jordan,5,Asia,4213110069
Jordan,6,Jordan,9494246
Jordan,6,Asia,4448755936
Jordan,7,Jordan,10928721
Jordan,7,Asia,4652157814
Kazakhstan,1,Kazakhstan,12265305
Kazakhstan,1,Asia,2132640985
Kazakhstan,2,Kazakhstan,14172710
Kazakhstan,2,Asia,2621161518
Kazakhstan,3,Kazakhstan,16866563
Kazakhstan,3,Asia,3193697014
Kazakhstan,4,Kazakhstan,15236253
Kazakhstan,4,Asia,3719853351
Kazakhstan,5,Kazakhstan,16627837
Kazakhstan,5,Asia,4203413490
Kazakhstan,6,Kazakhstan,17835909
Kazakhstan,6,Asia,4440414273
Kazakhstan,7,Kazakhstan,18979243
Kazakhstan,7,Asia,4644107292
Kenya,1,Kenya,11473087
Kenya,1,Africa,353971261
Kenya,2,Kenya,16187124
Kenya,2,Africa,465349253
Kenya,3,Kenya,23162269
Kenya,3,Africa,614988360
Kenya,4,Kenya,30851606
Kenya,4,Africa,788094426
Kenya,5,Kenya,41517895
Kenya,5,Africa,1013710177
Kenya,6,Kenya,46851488
Kenya,6,Africa,1154250954
Kenya,7,Kenya,51985780
Kenya,7,Africa,1308686030
Kiribati,1,Kiribati,57437
Kiribati,1,Oceania,19422833
Kiribati,2,Kiribati,60813
Kiribati,2,Oceania,22859427
Kiribati,3,Kiribati,75124
Kiribati,3,Oceania,26668698
Kiribati,4,Kiribati,88826
Kiribati,4,Oceania,31133952
Kiribati,5,Kiribati,107995
Kiribati,5,Oceania,36994769
Kiribati,6,Kiribati,116707
Kiribati,6,Oceania,40286576
Kiribati,7,Kiribati,126463
Kiribati,7,Oceania,43806963
Kuwait,1,Kuwait,802786
Kuwait,1,Asia,2144103504
Kuwait,2,Kuwait,1493870
Kuwait,2,Asia,2633840358
Kuwait,3,Kuwait,1674938
Kuwait,3,Asia,3208888639
Kuwait,4,Kuwait,1934901
Kuwait,4,Asia,3733154703
Kuwait,5,Kuwait,2943356
Kuwait,5,Asia,4217097971
Kuwait,6,Kuwait,3908743
Kuwait,6,Asia,4454341439
Kuwait,7,Kuwait,4360444
Kuwait,7,Asia,4658726091
Kyrgyzstan,1,Kyrgyzstan,3016384
Kyrgyzstan,1,Asia,2141889906
Kyrgyzstan,2,Kyrgyzstan,3691209
Kyrgyzstan,2,Asia,2631643019
Kyrgyzstan,3,Kyrgyzstan,4394734
Kyrgyzstan,3,Asia,3206168843
Kyrgyzstan,4,Kyrgyzstan,4935182
Kyrgyzstan,4,Asia,3730154422
Kyrgyzstan,5,Kyrgyzstan,5483774
Kyrgyzstan,5,Asia,4214557553
Kyrgyzstan,6,Kyrgyzstan,5914980
Kyrgyzstan,6,Asia,4452335202
Kyrgyzstan,7,Kyrgyzstan,6424874
Kyrgyzstan,7,Asia,4656661661
Laos,1,Laos,2675283
Laos,1,Asia,2142231007
Laos,2,Laos,3297519
Laos,2,Asia,2632036709
Laos,3,Laos,4314443
Laos,3,Asia,3206249134
Laos,4,Laos,5430853
Laos,4,Asia,3729658751
Laos,5,Laos,6323418
Laos,5,Asia,4213717909
Laos,6,Laos,6787419
Laos,6,Asia,4451462763
Laos,7,Laos,7319399
Laos,7,Asia,4655767136
Latvia,1,Latvia,2397414
Latvia,1,Europe,653526577
Latvia,2,Latvia,2572037
Latvia,2,Europe,689955122
Latvia,3,Latvia,2689391
Latvia,3,Europe,717631406
Latvia,4,Latvia,2392530
Latvia,4,Europe,723700893
Latvia,5,Latvia,2101530
Latvia,5,Europe,733512404
Latvia,6,Latvia,1991955
Latvia,6,Europe,739543653
Latvia,7,Latvia,1897052
Latvia,7,Europe,743895144
Lebanon,1,Lebanon,2381791
Lebanon,1,Asia,2142524499
Lebanon,2,Lebanon,2963702
Lebanon,2,Asia,2632370526
Lebanon,3,Lebanon,3593700
Lebanon,3,Asia,3206969877
Lebanon,4,Lebanon,4320642
Lebanon,4,Asia,3730768962
Lebanon,5,Lebanon,4995800
Lebanon,5,Asia,4215045527
Lebanon,6,Lebanon,6398940
Lebanon,6,Asia,4451851242
Lebanon,7,Lebanon,5662923
Lebanon,7,Asia,4657423612
Lesotho,1,Lesotho,1023481
Lesotho,1,Africa,364420867
Lesotho,2,Lesotho,1407672
Lesotho,2,Africa,480128705
Lesotho,3,Lesotho,1798997
Lesotho,3,Africa,636351632
Lesotho,4,Lesotho,1998630
Lesotho,4,Africa,816947402
Lesotho,5,Lesotho,2022747
Lesotho,5,Africa,1053205325
Lesotho,6,Lesotho,2118521
Lesotho,6,Africa,1198983921
Lesotho,7,Lesotho,2254100
Lesotho,7,Africa,1358417710
Liberia,1,Liberia,1463563
Liberia,1,Africa,363980785
Liberia,2,Liberia,1932169
Liberia,2,Africa,479604208
Liberia,3,Liberia,2209731
Liberia,3,Africa,635940898
Liberia,4,Liberia,2895224
Liberia,4,Africa,816050808
Liberia,5,Liberia,4019956
Liberia,5,Africa,1051208116
Liberia,6,Liberia,4612329
Liberia,6,Africa,1196490113
Liberia,7,Liberia,5087584
Liberia,7,Africa,1355584226
Libya,1,Libya,1909177
Libya,1,Africa,363535171
Libya,2,Libya,2962720
Libya,2,Africa,478573657
Libya,3,Libya,4236983
Libya,3,Africa,633913646
Libya,4,Libya,5154790
Libya,4,Africa,813791242
Libya,5,Libya,6491988
Libya,5,Africa,1048736084
Libya,6,Libya,6192235
Libya,6,Africa,1194910207
Libya,7,Libya,6653942
Libya,7,Africa,1354017868
Liechtenstein,1,Liechtenstein,21089
Liechtenstein,1,Europe,655902902
Liechtenstein,2,Liechtenstein,25003
Liechtenstein,2,Europe,692502156
Liechtenstein,3,Liechtenstein,28765
Liechtenstein,3,Europe,720292032
Liechtenstein,4,Liechtenstein,33026
Liechtenstein,4,Europe,726060397
Liechtenstein,5,Liechtenstein,35926
Liechtenstein,5,Europe,735578008
Liechtenstein,6,Liechtenstein,37355
Liechtenstein,6,Europe,741498253
Liechtenstein,7,Liechtenstein,38756
Liechtenstein,7,Europe,745753440
Lithuania,1,Lithuania,3210147
Lithuania,1,Europe,652713844
Lithuania,2,Lithuania,3521206
Lithuania,2,Europe,689005953
Lithuania,3,Lithuania,3785847
Lithuania,3,Europe,716534950
Lithuania,4,Lithuania,3599637
Lithuania,4,Europe,722493786
Lithuania,5,Lithuania,3139019
Lithuania,5,Europe,732474915
Lithuania,6,Lithuania,2963765
Lithuania,6,Europe,738571843
Lithuania,7,Lithuania,2820267
Lithuania,7,Europe,742971929
Luxembourg,1,Luxembourg,339342
Luxembourg,1,Europe,655584649
Luxembourg,2,Luxembourg,363741
Luxembourg,2,Europe,692163418
Luxembourg,3,Luxembourg,381267
Luxembourg,3,Europe,719939530
Luxembourg,4,Luxembourg,435628
Luxembourg,4,Europe,725657795
Luxembourg,5,Luxembourg,507070
Luxembourg,5,Europe,735106864
Luxembourg,6,Luxembourg,569408
Luxembourg,6,Europe,740966200
Luxembourg,7,Luxembourg,630399
Luxembourg,7,Europe,745161797
Macau,1,Macau,247284
Macau,1,Asia,2144659006
Macau,2,Macau,245332
Macau,2,Asia,2635088896
Macau,3,Macau,350227
Macau,3,Asia,3210213350
Macau,4,Macau,431896
Macau,4,Asia,3734657708
Macau,5,Macau,557297
Macau,5,Asia,4219484030
Macau,6,Macau,615239
Macau,6,Asia,4457634943
Macau,7,Macau,676283
Macau,7,Asia,4662410252
Madagascar,1,Madagascar,6639751
Madagascar,1,Africa,358804597
Madagascar,2,Madagascar,8948162
Madagascar,2,Africa,472588215
Madagascar,3,Madagascar,11882762
Madagascar,3,Africa,626267867
Madagascar,4,Madagascar,16216431
Madagascar,4,Africa,802729601
Madagascar,5,Madagascar,21731053
Madagascar,5,Africa,1033497019
Madagascar,6,Madagascar,24850912
Madagascar,6,Africa,1176251530
Madagascar,7,Madagascar,28225177
Madagascar,7,Africa,1332446633
